Facility Name,Building Name,Year Built,Priority Level,GradeCategory,PhysicalAddress,Latitude,Longitude,County
Hockinson Heights Elementary School (East),Building 100 A,,Moderate,Elementary School,"20000 NE 164th St, Brush Prairie, Washington, 98606",45.741705,-122.467197,Clark
Hockinson Heights Elementary School (East),Building 200 C,,Moderate,Elementary School,"20000 NE 164th St, Brush Prairie, Washington, 98606",45.741705,-122.467197,Clark
Hockinson Heights Elementary School (East),Building 300 D,,Moderate,Elementary School,"20000 NE 164th St, Brush Prairie, Washington, 98606",45.741705,-122.467197,Clark
Hockinson Heights Elementary School (East),Building 400 B,,Moderate,Elementary School,"20000 NE 164th St, Brush Prairie, Washington, 98606",45.741705,-122.467197,Clark
Hockinson Heights Elementary School (East),Building 500 E,,Moderate,Elementary School,"20000 NE 164th St, Brush Prairie, Washington, 98606",45.741705,-122.467197,Clark
Hockinson Heights Elementary School (East),Building 600 F,,Moderate,Elementary School,"20000 NE 164th St, Brush Prairie, Washington, 98606",45.741705,-122.467197,Clark
Hoover Elementary School,Main Building - Area A,,High,Elementary School,"400 W Viola Ave, Yakima, Washington, 98902-5697",46.581068,-120.511869,Yakima
Hoover Elementary School,Main Building - Area B,,High,Elementary School,"400 W Viola Ave, Yakima, Washington, 98902-5697",46.581068,-120.511869,Yakima
Hoover Elementary School,Area D - Annex Building,,Moderate,Elementary School,"400 W Viola Ave, Yakima, Washington, 98902-5697",46.581068,-120.511869,Yakima
Hoover Elementary School,Classrooms - Area F,,Moderate,Elementary School,"400 W Viola Ave, Yakima, Washington, 98902-5697",46.581068,-120.511869,Yakima
Hopkins Building (Harbor High School),Hopkins Building ,1956,Very High,High School,"705 West Waldrip, Elma, Washington, 98541-0000",47.003216,-123.41375,Grays Harbor
Hoquiam High School,A-Administration,,Very High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hoquiam High School,B-Science,,Very High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hoquiam High School,H-Gymnasium,,Very High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hoquiam High School,D-Business Education,,High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hoquiam High School,E-Library,,High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hoquiam High School,F-Humanities,,High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hoquiam High School,G-Little Theater,,High,High School,"501 W. Emerson, Hoquiam, Washington, 98550-0000",46.983323,-123.91039,Grays Harbor
Hulan L. Whitson Elementary School,Main Building,,Very High,Elementary School,"450 N Main Street, WHITE SALMON, Washington, 98672-1279",45.7306,-121.487059,Klickitat
Ilwaco (Hilltop) Middle School,Auditorium,,Very High,Middle School,"314 Brumbach St NE, Ilwaco, Washington, 98624",46.31094667,-124.0385033,Pacific
Ilwaco (Hilltop) Middle School,Main Building,,Very High,Middle School,"314 Brumbach St NE, Ilwaco, Washington, 98624",46.31094667,-124.0385033,Pacific
Ilwaco High School,Ilwaco High School,,High,High School,"404 School Rd, Ilwaco, Washington, 98624",46.313847,-124.040095,Pacific
Ilwaco High School,Stadium Complex,,High,High School,"404 School Rd, Ilwaco, Washington, 98624",46.313847,-124.040095,Pacific
Index Elementary School,Main Building,,Very High,Other,"436 Index Avenue, Index, Washington, 98256-0237",47.820675,-121.555082,Snohomish
Index Elementary School,Enclosed Covered Play,,Lower,Other,"436 Index Avenue, Index, Washington, 98256-0237",47.820675,-121.555082,Snohomish
J. M. Weatherwax High School,1964 Gymnasium Building,,Very High,High School,"410 North G Street, Aberdeen, Washington, 98520",46.980019,-123.81796,Grays Harbor
J. M. Weatherwax High School,Main Building,1964,Lower,High School,"410 North G Street, Aberdeen, Washington, 98520",46.980019,-123.81796,Grays Harbor
Jackson Elementary School,Main Building,1949,High,Elementary School,"3700 Federal Ave., Everett, Washington, 98201-4698",47.967681,-122.218135,Snohomish
Julius A. Wendt ES/John C. Thomas MS,J A Wendt Elementary School,,High,Other,"265 SOUTH THIRD ST, CATHLAMET, Washington, 98612-0000",46.201837,-123.380393,Wahkiakum
Kilo Middle School,Building E Little Theater,,High,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building G,,High,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building A Main Office,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building B,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building C,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building F1-F4 and Library,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building F5-F8,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building H Gymnasium,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building I Cafeteria,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building J,,Moderate,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
Kilo Middle School,Building D,,Lower,Middle School,"4400 S 308TH ST, AUBURN, Washington, 98001-2640",47.326875,-122.278178,King
La Center Elementary & Middle Schools,Building 300 - ES Main,,High,Elementary School,"700 East 4th Street, La Center, Washington, 98629",45.86116274,-122.6643309,Clark
La Conner High School,High School Auditorium,,Very High,High School,"307 N. 6th. St., LA CONNER, Washington, 98257-2103",48.39562193,-122.4898429,Skagit
La Conner High School,High School Main Building,,Moderate,High School,"307 N. 6th. St., LA CONNER, Washington, 98257-2103",48.39562193,-122.4898429,Skagit
La Conner Middle School (form. Elem.),Old Auditorium/Cafeteria,,Very High,Middle School,"512 N. 6th St., LA CONNER, Washington, 98257-2103",48.39488,-122.489751,Skagit
Lacamas Heights Elementary School,100 Pod,,High,Elementary School,"4825 North Shore Blvd, Camas, Washington, 98607",45.631152,-122.432207,Clark
Lacamas Heights Elementary School,Multipurpose,,High,Elementary School,"4825 North Shore Blvd, Camas, Washington, 98607",45.631152,-122.432207,Clark
Lake Roosevelt K-12,CTE Building,,Moderate,Other,"505 CREST DR, COULEE DAM, Washington, 99116-0000",47.971967,-118.970669,Okanogan
Lake Roosevelt K-12,Wood Shop,,Moderate,Other,"505 CREST DR, COULEE DAM, Washington, 99116-0000",47.971967,-118.970669,Okanogan
Larchmont Elementary School,Original Building,,Moderate,Elementary School,"8601 E B St, Tacoma, Washington, 98445-0000",47.17861,-122.427876,Pierce
Libby Center,Main Building,,High,Other,"2900 E 1St Ave, Spokane, Washington, 99202-3992",47.65577755,-117.3677813,Spokane
Liberty Bell Junior Senior High School,Main Building,,Lower,Other,"24 Twin Lakes Rd., Winthrop, Washington, 98862-9713",48.442323,-120.16999,Okanogan
Liberty Elementary School,Main Building,,High,Elementary School,"1919 10th St, Marysville, Washington, 98270-4677",48.05847,-122.169076,Snohomish
Liberty Middle School,Main Building,,High,Middle School,"1612 NE Garfield St, Camas, Washington, 98607",45.59156,-122.402676,Clark
Liberty Middle School,Music Building,,High,Middle School,"1612 NE Garfield St, Camas, Washington, 98607",45.59156,-122.402676,Clark
Lincoln Elementary School,East Wing,,High,Elementary School,"700 Wood, Hoquiam, Washington, 98550-0000",46.991309,-123.887829,Grays Harbor
Lincoln Elementary School,Multipurpose Building,,High,Elementary School,"700 Wood, Hoquiam, Washington, 98550-0000",46.991309,-123.887829,Grays Harbor
Lincoln Elementary School,West Wing,,High,Elementary School,"700 Wood, Hoquiam, Washington, 98550-0000",46.991309,-123.887829,Grays Harbor
Lincoln Elementary School,Administrative and Library,,Moderate,Elementary School,"700 Wood, Hoquiam, Washington, 98550-0000",46.991309,-123.887829,Grays Harbor
Lincoln Elementary School,Main Building,,Very High,Elementary,"1005 S 11th St, Mount Vernon, WA 98274",,,Skagit
Lindbergh Senior High School,Main Building - North,,Very High,High School,"16426 128th Ave SE, Renton, Washington, 98058-5534",47.454934,-122.166771,King
Lindbergh Senior High School,Main Building - South,,Very High,High School,"16426 128th Ave SE, Renton, Washington, 98058-5534",47.454934,-122.166771,King
Lindbergh Senior High School,Gym Addition,,High,High School,"16426 128th Ave SE, Renton, Washington, 98058-5534",47.454934,-122.166771,King
Lindbergh Senior High School,Gymnasium,,High,High School,"16426 128th Ave SE, Renton, Washington, 98058-5534",47.454934,-122.166771,King
Lister Elementary School,Main Building,,Moderate,Elementary School,"2106 E 44th St, Tacoma, Washington, 98404-0000",47.21576,-122.400414,Pierce
Long Beach Elementary School,Main Building,,High,Elementary School,"400 Washington Ave S, Long Beach, Washington, 98631",46.349262,-124.051802,Pacific
Lopez Elementary School,Elementary,,Moderate,Elementary School,"86 School Road, Lopez Island, Washington, 98261-0000",48.49203,-122.897266,San Juan
Lopez Middle High School,Junior Senior High Building,,High,Other,"86 School Road, Lopez Island, Washington, 98261-0000",48.491974,-122.898346,San Juan
Lopez Middle High School,Gym/Tech Building,,Moderate,Other,"86 School Road, Lopez Island, Washington, 98261-0000",48.491974,-122.898346,San Juan
Mabton Jr/Sr High School,Shop/Ag Building,,High,Other,"500 B St., Mabton, Washington, 98935",46.212407,-119.994632,Yakima
Mabton Jr/Sr High School,Main Building,,High,Other,"500 B St., Mabton, Washington, 98935",46.212407,-119.994632,Yakima
Madison Elementary School,Main Building,1947,High,Elementary School,"616 Pecks Dr., Everett, Washington, 98203-4403",47.941152,-122.223698,Snohomish
Madison Elementary School,Main Building,,High,Elementary School,"319 W Nebraska Ave, Spokane, Washington, 99205-6299",47.708553,-117.415808,Spokane
Manitou Park Elementary School,Main Building,,Lower,Elementary School,"4330 S 66th St, Tacoma, Washington, 98409-0000",47.197047,-122.495148,Pierce
Mann Elementary School,Main Building,,High,Elementary School,"1002 S 52nd St, Tacoma, Washington, 98408-0000",47.209529,-122.447776,Pierce
Mansfield Elem and High School,Main Building,,Lower,PK-12,"491 ROAD 14 N.E., MANSFIELD, Washington, 98830-0000",47.816581,-119.643737,Douglas
Maple Grove K-8,Gym,,Lower,Elementary School,"610 B SW Eaton Blvd, BATTLE GROUND, Washington, 98604-0000",45.767063,-122.544854,Clark
Maple Grove K-8,Main Building,,Lower,Elementary School,"610 B SW Eaton Blvd, BATTLE GROUND, Washington, 98604-0000",45.767063,-122.544854,Clark
Maplewood Elementary School,Main Building,,High,Elementary School,"1110 W Pioneer, Puyallup, Washington, 98371-5354",47.189956,-122.309299,Pierce
Mary M. Knight School,Elementary School,,High,PK-12,"2987 W Matlock Brady RD, Elma, Washington, 98541",47.199231,-123.432108,Mason
Mary M. Knight School,High School Building,,Lower,PK-12,"2987 W Matlock Brady RD, Elma, Washington, 98541",47.199231,-123.432108,Mason
Marysville Middle School,Building C - Shop Classrooms,,High,Middle School,"4923 67th St NE, Marysville, Washington, 98270-4452",48.058804,-122.164393,Snohomish
Marysville Middle School,Building B,,Moderate,Middle School,"4923 67th St NE, Marysville, Washington, 98270-4452",48.058804,-122.164393,Snohomish
Marysville Middle School,Main Building,,High,Middle School,"4923 67th St NE, Marysville, Washington, 98270-4452",48.058804,-122.164393,Snohomish
Marysville Pilchuck Senior High School,Physical Science Building -,,Lower,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Senior High School,South Building - Bldg N,,Lower,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Auditorium - Bldg K,,Very High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Library - Bldg J,,Very High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Pool Building - Bldg L,,Very High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Arts and Crafts Building - Bldg,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Business Ed and Home,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,East Building - Bldg H,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Gym & New Food Commons -,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Life Science Building - Bldg F,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Mech Plant and Former,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
Marysville Pilchuck Sr High School,Occupational Center - Bldg A,,High,High School,"5611 108th Street NE, Marysville, Washington, 98271",48.096374,-122.154846,Snohomish
McDermoth Elementary School,Main Building,1926,Very High,Elementary School,"409 North K St, Aberdeen, Washington, 98520-3928",46.977055,-123.823381,Grays Harbor
Meeker Elementary School,Main Building,,High,Elementary School,"409 5th St SW, Puyallup, Washington, 98371-5826",47.188452,-122.298369,Pierce
Methow Valley Elementary School,Main Building,,High,Elementary School,"18 Twin Lakes Rd., Winthrop, Washington, 98862-9713",48.440863,-120.166558,Okanogan
Mint Valley Elementary School,Building A - 1,,High,Elementary School,"2745 38th Avenue, Longview, Washington, 98632-4721",46.166045,-122.974174,Cowlitz
Mint Valley Elementary School,Building B - 2,,High,Elementary School,"2745 38th Avenue, Longview, Washington, 98632-4721",46.166045,-122.974174,Cowlitz
Mint Valley Elementary School,Building D - 4,,High,Elementary School,"2745 38th Avenue, Longview, Washington, 98632-4721",46.166045,-122.974174,Cowlitz
Minter Creek Elementary School,Main Building,,Lower,Elementary School,"12617 118th Ave NW, Gig Harbor, Washington, 98329-5492",47.372582,-122.692965,Pierce
Morton Elementary School,Main Building,,Very High,Elementary School,"400 W MAIN AVE, MORTON, Washington, 98356-0060",46.558452,-122.279009,Lewis
Morton Elementary School,Gymnasium,,Lower,Elementary School,"400 W MAIN AVE, MORTON, Washington, 98356-0060",46.558452,-122.279009,Lewis
Morton Junior Senior High School,Gymnasium,,High,Other,"152 WESTLAKE AVE, MORTON, Washington, 98356-0030",46.552775,-122.272635,Lewis
Morton Junior Senior High School,Main Building,,High,Other,"152 WESTLAKE AVE, MORTON, Washington, 98356-0030",46.552775,-122.272635,Lewis
Morton Junior Senior High School,Shop,,High,Other,"152 WESTLAKE AVE, MORTON, Washington, 98356-0030",46.552775,-122.272635,Lewis
Mount Baker Jr High School,200 Building - JHS,,Lower,Middle School,"4936 DEMING RD, DEMING, Washington, 98244-0095",48.825732,-122.221104,Whatcom
Mount Baker Jr High School ,Pro-Rate Portion of Commons - Bldgg 100,,Lower,Middle School,"4936 DEMING RD, DEMING, Washington, 98244-0095",48.825732,-122.221104,Whatcom
Mount Baker Jr High School ,300 South,,Lower,Middle School,"4936 DEMING RD, DEMING, Washington, 98244-0095",48.825732,-122.221104,Whatcom
