Facility Name,Building Name,Year Built,Priority Level,GradeCategory,PhysicalAddress,Latitude,Longitude,County
Phoenix High School,,,Not assessed,High School,"3520 Southridge Boulevard, Kennewick, Washington, 99338",46.2053,-119.13609,Benton
PI Program,,,Not assessed,K-12,"91 West Valley Rd, Chimacum, Washington, 98325-0000",48.012446,-122.778205,Jefferson
Picnic Point Elementary,,,Not assessed,Elementary School,"5819 140th St SW, Edmonds, Washington, 98026",47.872575,-122.313197,Snohomish
Pierce County Skills Center,,,Not assessed,High School,"16117 Canyon Rd E, Puyallup, Washington, 98375",47.10907579,-122.3560202,Pierce
Pine Lake Middle School,,,Not assessed,Middle School,"3095 Issaquah-Pine Lake Rd SE, SAMMAMISH, Washington, 98075",47.581189,-122.034312,King
Pine Tree Elementary School,,,Not assessed,Elementary School,"27825 118th Ave SE, Kent, Washington, 98030-8778",47.352141,-122.185282,King
Pinnacles Prep,,,Not assessed,Middle School,"504 S. Chelan Ave., Wenatchee, Washington, 98801",47.41725386,-120.3089859,Chelan
Pioneer Elementary,,,Not assessed,Elementary School,"8213 Eaglefield Dr, Arlington, Washington, 98223-4660",48.165682,-122.12057,Snohomish
Pioneer Elementary,,,Not assessed,Elementary School,"224 J ST SE, QUINCY, Washington, 98848-0000",47.229923,-119.848535,Grant
Pioneer Elementary School,,,Not assessed,Elementary School,"2301 M St SE, AUBURN, Washington, 98002",47.288375,-122.214296,King
Pioneer Elementary School,,,Not assessed,Elementary School,"7212 NE 166th Avenue, Vancouver, Washington, 98682-5196",45.67638397,-122.5011424,Clark
Pioneer Elementary School,,,Not assessed,Elementary School,"1655 CARLYON AVE SE, OLYMPIA, Washington, 98501-3624",47.019187,-122.879244,Thurston
Pioneer Elementary School,,,Not assessed,Elementary School,"2101 E. Lincoln, Sunnyside, Washington, 98944-2197",46.31566,-119.993205,Yakima
Pioneer Elementary School,,,Not assessed,Elementary School,"110 E SPENCER LAKE RD., SHELTON, Washington, 98584-7307",47.258164,-123.000829,Mason
Pioneer Elementary School,,,Not assessed,Elementary School,"8402 Skansie Ave, Gig Harbor, Washington, 98332",47.33325811,-122.6033576,Pierce
Pioneer Middle,,,Not assessed,Middle School,"1750 BOB'S HOLLOW LN, DUPONT, Washington, 98327",47.100905,-122.649729,Pierce
Pioneer Middle School,,,Not assessed,Middle School,"50 E Spencer Lake Road, SHELTON, Washington, 98584-7306",47.258396,-123.004176,Mason
Pioneer Middle School,,,Not assessed,Middle School,"450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599",46.064524,-118.310252,Walla Walla
Pioneer Middle School,,,Not assessed,Middle School,"1620 RUSSELL ST, WENATCHEE, Washington, 98801-0000",47.412266,-120.323278,Chelan
Pioneer Valley Elementary,,,Not assessed,Elementary School,"7315 Eustis Hunt Road, Spanaway, Washington, 98387-5305",47.070845,-122.330435,Pierce
Pioneer Virtual Academy,,,Not assessed,Other,"110 E. Spencer Lake Road, Shelton, Washington, 98584",47.258164,-123.000829,Mason
Pleasant Glade Elementary,,,Not assessed,Elementary School,"1920 Abernethy Rd NE, Lacey, Washington, 98516-3776",47.062219,-122.825331,Thurston
Pleasant Valley Middle,,,Not assessed,Middle School,"14320 NE 50TH AVE, VANCOUVER, Washington, 98686-0000",45.726854,-122.62166,Clark
Pleasant Valley Primary,,,Not assessed,Elementary School,"14320 NE 50TH AVE, VANCOUVER, Washington, 98686-0000",45.726854,-122.62166,Clark
Point Roberts Primary,,,Not assessed,Elementary School,"PT. ROBERTS PRIMARY 2050 BENSON RD, POINT ROBERTS, Washington, 98281-0000",48.990306,-123.042379,Whatcom
Pomeroy Elementary School,,,Not assessed,Elementary School,"10th and Cloumbia, POMEROY, Washington, 99347-0000",46.47294152,-117.5968601,Garfield
Pomeroy Jr Sr High School,,,Not assessed,Other,"1090 Pataha St, POMEROY, Washington, 99347-0950",46.471814,-117.596197,Garfield
Ponderosa Elementary,,,Not assessed,Elementary School,"10105 E Cimmaron Dr, Spokane Valley, Washington, 99206-9670",47.619525,-117.269467,Spokane
Pope Elementary,,,Not assessed,Elementary School,"15102 122nd Ave E, Puyallup, Washington, 98374-3419",47.118347,-122.268279,Pierce
Port Angeles High School,,,Not assessed,High School,"304 E PARK AVE, PORT ANGELES, Washington, 98362-6934",48.100915,-123.44091,Clallam
Port Gardner,,,Not assessed,K-12,"3516 Rucker Ave., Everett, Washington, 98201-4629",47.97094902,-122.2111914,Snohomish
Port Susan Middle School,,,Not assessed,Middle School,"7506 267TH ST NW, STANWOOD, Washington, 98292-0000",48.237249,-122.335562,Snohomish
Post Middle School,,,Not assessed,Middle School,"1220 E. 5th St, Arlington, Washington, 98223-1119",48.196547,-122.111429,Snohomish
Poulsbo Elementary School,,,Not assessed,Elementary School,"18531 Noll Rd NE, Poulsbo, Washington, 98370-7521",47.730746,-122.618713,Kitsap
Poulsbo Middle School,,,Not assessed,Middle School,"2003 NE Hostmark St, Poulsbo, Washington, 98370-7639",47.73295,-122.622352,Kitsap
Prairie View Elementary,,,Not assessed,Elementary School,"2606 W. Johannsen Rd., Spokane, Washington, 99208",47.745097,-117.447947,Spokane
Pratt Academy,,,Not assessed,Other,"6903 E 4th Ave, Spokane Valley, Washington, 99212",47.65359925,-117.3108743,Spokane
Preschool,,,Not assessed,PK Only,"235 NW Vancouver Ave, Stevenson, Washington, 98648",45.695497,-121.883837,Skamania
Preschool Infant Other,,,Not assessed,PK-12,"11104 NE 149th St, Brush Prairie, Washington, 98606-0000",45.72974876,-122.5590046,Clark
Prescott Elementary School,,,Not assessed,Elementary School,"207 SOUTH A ST, PRESCOTT, Washington, 99348-0065",46.298454,-118.318233,Walla Walla
Prescott High School,,,Not assessed,High School,"207 SOUTH A ST, PRESCOTT, Washington, 99348-0065",46.297373,-118.320102,Walla Walla
Prescott Middle School,,,Not assessed,Middle School,"207 S. A Street PO Box 65, Prescott, Washington, 99348",46.297373,-118.320102,Walla Walla
Prescott Special Ed Pre-school,,,Not assessed,PK Only,"207 SOUTH A STREET, PRESCOTT, Washington, 99348",46.297373,-118.320102,Walla Walla
Presidents Elementary,,,Not assessed,Elementary School,"505 East Third, Arlington, Washington, 98223-0000",48.195504,-122.120308,Snohomish
Preston Hall Middle School,,,Not assessed,Middle School,"605 Main Street, Waitsburg, Washington, 99361-0217",46.2663,-118.1545,Walla Walla
PRIDE Prep School,,,Not assessed,Other,"811 E. Sprague  Suite A, Spokane, Washington, 99202",47.6576811,-117.3984217,Spokane
Private School Services,,,Not assessed,PK-12,"2445 3rd AV , Seattle, Washington, 98124-1165",47.61569888,-122.3465394,King
Progress Elementary School,,,Not assessed,Elementary School,"710 N Progress Rd, Spokane Valley, Washington, 99037-9585",47.663786,-117.201334,Spokane
Promise Program,,,Not assessed,Other,"511 Chambers Street, Steilacoom, Washington, 98388",47.16893049,-122.5985146,Pierce
Prospect Point Elementary,,,Not assessed,Elementary School,"55 RESER RD, WALLA WALLA, Washington, 99362-8871",46.042845,-118.323731,Walla Walla
Prosser Heights Elementary,,,Not assessed,Elementary School,"2008 Miller Ave., Prosser, Washington, 99350-1535",46.20372,-119.765804,Benton
Prosser High School,,,Not assessed,High School,"1203 Prosser Ave., Prosser, Washington, 99350-1430",46.20554511,-119.7582055,Benton
Prosser Opportunity Academy,,,Not assessed,High School,"1203 PROSSER AVE., PROSSER, Washington, 99350",46.20382,-119.7661,Benton
Prove High School,,,Not assessed,High School,"12309 22nd St NE, Lake Stevens, Washington, 98258",48.01729602,-122.0644899,Snohomish
Prune Hill Elem,,,Not assessed,Elementary School,"1601 NW Tidland St, Camas, Washington, 98607-9405",45.59043,-122.455921,Clark
PSD Special Services,,,Not assessed,PK-12,"Puyallup School District Speci 214 W. Main, Puyallup, Washington, 98371",47.19174949,-122.2952782,Pierce
Ptarmigan Ridge Elementary School,,,Not assessed,Elementary School,"805 Old Pioneer Way NW, Orting, Washington, 98360-9466",47.104693,-122.21881,Pierce
Puesta del Sol Elementary School,,,Not assessed,Elementary School,"3810  132nd Avenue SE, Bellevue, Washington, 98006-1310",47.576095,-122.163625,King
Puget Sound High School,,,Not assessed,High School,"18010 8th Ave South, Burien, Washington, 98148",47.441189,-122.32338,King
Puget Sound Skills Center,,,Not assessed,High School,"18010 8th Ave S, Seattle, Washington, 98148-1908",47.441227,-122.323075,King
Pullman Community Montessori,,,Not assessed,Other,"115 NW State St RM 215, Pullman, Washington, 99163",46.73099246,-117.183187,Whitman
Pullman High School,,,Not assessed,High School,"510 NW Greyhound Way, Pullman, Washington, 99163-3585",46.747922,-117.185993,Whitman
Purdy Elementary School,,,Not assessed,Elementary School,"13815 62nd Ave NW, Gig Harbor, Washington, 98332-8699",47.384141,-122.619941,Pierce
Puyallup Online Academy/POA,,,Not assessed,K-12,"716 South Hill Park Drive Suite B, Puyallup, Washington, 98373",47.1606734,-122.3019692,Pierce
Puyallup Open Doors/POD,,,Not assessed,High School,"716 South Hill Park Drive Suite B, Puyallup, Washington, 98373",47.160679,-122.301984,Pierce
Puyallup Parent Partnership Program,,,Not assessed,Other,"716 South Hill Park Drive Suite B, Puyallup, Washington, 98373",47.160679,-122.301984,Pierce
Quartzite Learning,,,Not assessed,K-12,"W 106 Lincoln, Chewelah, Washington, 99109-0000",48.28023,-117.70793,Stevens
Queen Anne Elementary,,,Not assessed,Elementary School,"411 Boston St., Seattle, Washington, 98109",47.67716075,-122.3225031,King
Queets-Clearwater Elementary,,,Not assessed,Other,"146000 HWY 101, FORKS, Washington, 98331-0000",47.539818,-124.251725,Jefferson
Quileute Tribal School,,,Not assessed,K-12,"40 Ocean Drive, La Push, Washington, 98350",47.90841626,-124.6375498,Clallam
Quincy High School,,,Not assessed,High School,"16 6th AVE SE, QUINCY, Washington, 98848-0000",47.24892763,-119.8474873,Grant
Quincy Innovation Academy,,,Not assessed,K-12,"404 1st Ave SW, Quincy, Washington, 988481201",47.23411617,-119.8544859,Grant
Quincy Innovation Academy Big Picture,,,Not assessed,K-12,"404 1st Ave SW, Quincy, Washington, 98848",47.23411617,-119.8544859,Grant
Quincy Middle School,,,Not assessed,Middle School,"417 C ST SE, QUINCY, Washington, 98848-0000",47.23662418,-119.8413691,Grant
Rainier Beach High School,,,Not assessed,High School,"8815 SEWARD PARK AV S, SEATTLE, Washington, 98118-4743",47.524309,-122.266085,King
Rainier Elementary School,,,Not assessed,Elementary School,"600 W 3rd, Rainier, Washington, 98576-0098",46.883242,-122.692943,Thurston
Rainier Elementary School,,,Not assessed,Elementary School,"2410 Stryker Avenue, JBLM Lewis Main, Washington, 98433",47.08429686,-122.603823,Pierce
Rainier Middle School,,,Not assessed,Middle School,"30620 116TH AVE SE, AUBURN, Washington, 98092-3161",47.327512,-122.185425,King
Rainier Middle School,,,Not assessed,Middle School,"202 2nd St. W, Rainier, Washington, 98576-0098",46.886436,-122.68861,Thurston
Rainier Prep,,,Not assessed,Middle School,"10211 12th Ave S, Seattle, Washington, 98168",47.51157461,-122.318365,King
Rainier Senior High School,,,Not assessed,High School,"308 2nd St W, Rainier, Washington, 98576-0098",46.885853,-122.689159,Thurston
Rainier Valley Leadership Academy,,,Not assessed,Other,"6020 Rainier Avenue S, Seattle, Washington, 98118",47.547724,-122.2765366,King
Rainier View Elementary School,,,Not assessed,Elementary School,"3015 S 368TH ST, FEDERAL WAY, Washington, 98003-7669",47.271052,-122.294475,King
Rainier View Elementary School,,,Not assessed,Elementary School,"11650 BEACON AV S, SEATTLE, Washington, 98178-2881",47.49913558,-122.2631802,King
Raisbeck Aviation High School,,,Not assessed,High School,"9229 East Marginal Way S, Tukwila, Washington, 98108",47.52075387,-122.2999443,King
Ray Reynolds Middle School,,,Not assessed,Middle School,"9507 Burns Rd, Pasco, Washington, 99301",46.28568875,-119.2153968,Franklin
re-engagement,,,Not assessed,High School,"2805 N Argonne, Spokane, Washington, 99212",47.68257742,-117.2834785,Spokane
Re-Engagement School (Nine Mile Falls),,,Not assessed,High School,"5909 Highway 291, Nine Mile Falls, Washington, 99026",47.80897,-117.55872,Stevens
Re-Entry High School,,,Not assessed,High School,"5431 Steilacoom Blvd SW, Lakewood, Washington, 98499-1341",47.1789,-122.512,Pierce
Re-Entry Middle School,,,Not assessed,Middle School,"5431 Steilacoom Blvd SW, Lakewood, Washington, 98499-1341",47.1789,-122.512,Pierce
Ready Start Preschool,,,Not assessed,PK Only,"15130 NE 95th ST, Redmond, Washington, 98052-2516",47.68588194,-122.138823,King
Reardan Elementary School,,,Not assessed,Elementary School,"250 S ASPEN, REARDAN, Washington, 99029-0000",47.667087,-117.877048,Lincoln
Reardan Middle-Senior High School,,,Not assessed,Other,"215 E SPOKANE, REARDAN, Washington, 99029-0000",47.66805588,-117.8759551,Lincoln
Reardan Options' Program,,,Not assessed,K-12,"215 E Spokane St PO 225, Reardan, Washington, 99029",47.66805571,-117.8759554,Lincoln
Redmond Elementary,,,Not assessed,Elementary School,"16800 NE 80th, Redmond, Washington, 98052-3942",47.675534,-122.116531,King
Redmond High,,,Not assessed,High School,"17272 NE 104th, Redmond, Washington, 98052-2813",47.695247,-122.107015,King
Redmond Middle School,,,Not assessed,Middle School,"10055 166th AVE NE, Redmond, Washington, 98052-3010",47.691931,-122.119827,King
Reeves Middle School,,,Not assessed,Middle School,"2200 QUINCE ST NE, OLYMPIA, Washington, 98506-3299",47.06439,-122.891146,Thurston
Regal Elementary,,,Not assessed,Elementary School,"2707 E Rich Ave, Spokane, Washington, 99207-5827",47.697573,-117.369936,Spokane
Regional Justice Center,,,Not assessed,High School,"401 4th Ave N, Kent, Washington, 98032-4429",47.38611521,-122.2397322,King
Remann Hall Juvenile Detention Center,,,Not assessed,Other,"5501 6th Ave, Tacoma, Washington, 98406-0000",47.25586179,-122.5113912,Pierce
Renaissance Alternative High School,,,Not assessed,High School,"3400 1st Street, Bremerton, Washington, 98312-3785",47.56414775,-122.6615324,Kitsap
Renaissance School,,,Not assessed,Middle School,"400 228th Ave NE, Sammamish, Washington, 98074",47.61352775,-122.0311163,King
Renton Academy,,,Not assessed,K-12,"2607 Jones Ave S, Renton, Washington, 98055",47.458089,-122.198186,King
Renton Park Elementary School,,,Not assessed,Elementary School,"16828 128th Ave SE, Renton, Washington, 98058-6149",47.4518,-122.168751,King
Renton Remote School,,,Not assessed,K-12,"300 SW 7th St, Renton, Washington, 98057",47.47428788,-122.2206876,King
Renton Technical High School,,,Not assessed,High School,"3000 4th St NE, Renton, Washington, 98056",47.48874138,-122.1772517,King
Republic Elementary School,,,Not assessed,Elementary School,"30306 E HIGHWAY 20, REPUBLIC, Washington, 99166",48.64181,-118.726907,Ferry
Republic Junior High,,,Not assessed,Middle School,"30306 E Highway 20 , Republic, Washington, 99166-8746",48.64181,-118.726907,Ferry
Republic Parent Partner,,,Not assessed,K-12,"30306 EAST HIGHWAY 20, REPUBLIC, Washington, 99166-0000",48.64181,-118.726907,Ferry
Republic Senior High School,,,Not assessed,High School,"30306 HIGHWAY 20 E, REPUBLIC, Washington, 99166-0000",48.64181,-118.726907,Ferry
Residential Consortium,,,Not assessed,PK-12,"2142 10 AV W, SEATTLE, Washington, 98119-2845",47.63906326,-122.3702545,King
Richard Gordon Elementary,,,Not assessed,Elementary School,"26331 Barber Cut Off Rd NE, Kingston, Washington, 98346-9401",47.802824,-122.516507,Kitsap
Richland High School,,,Not assessed,High School,"930 Long Ave, Richland, Washington, 99352-0000",46.278352,-119.288156,Benton
Richland School District Early Learning Center,,,Not assessed,PK Only,"1525 Hunt, Richland, Washington, 99352",46.29253681,-119.2728317,Benton
Ridge View Elementary School,,,Not assessed,Elementary School,"7001 WEST 13TH AVENUE, KENNEWICK, Washington, 99338-1339",46.196208,-119.217246,Benton
Ridgecrest Elementary,,,Not assessed,Elementary School,"12616 Shaw Rd E, Puyallup, Washington, 98374-2927",47.140475,-122.258513,Pierce
Ridgecrest Elementary,,,Not assessed,Elementary School,"16516 10th Avenue N.E., Shoreline, Washington, 98155-5904",47.749151,-122.317023,King
Ridgefield Early Learning Center,,,Not assessed,PK Only,"510 Pioneer Street, Ridgefield, Washington, 98642",45.81558437,-122.7426152,Clark
Ridgefield High School,,,Not assessed,High School,"2630 S HILLHURST ROAD, RIDGEFIELD, Washington, 98642-9089",45.797261,-122.714467,Clark
Ridgeline High School,,,Not assessed,High School,"20150 E Country Vista Drive, Liberty Lake, Washington, 99019",47.66108449,-117.1352411,Spokane
Ridgeline Middle School,,,Not assessed,Middle School,"10605 CARTER ST SE, Yelm, Washington, 98597",46.933662,-122.616644,Thurston
Ridgeview Elementary,,,Not assessed,Elementary School,"5610 N. Maple, Spokane, Washington, 99205-6798",47.70952448,-117.4340813,Spokane
Ridgeview Elementary,,,Not assessed,Elementary School,"609 W Washington Ave, Yakima, Washington, 98903-1310",46.571991,-120.513735,Yakima
Ridgeview Group Home,,,Not assessed,Other,"1726 Jerome Avenue, Yakima, Washington, 98902",46.60209,-120.51537,Yakima
Ridgewood Elementary School,,,Not assessed,Elementary School,"18030 162nd PL SE, Renton, Washington, 98058-9180",47.440427,-122.122147,King
Risdon Middle School,,,Not assessed,Middle School,"6928 116th Ave SE, Newcastle, Washington, 98056",47.54062181,-122.1849131,King
RISE Academy,,,Not assessed,High School,"120 E Main St, SOAP LAKE, Washington, 98851",47.389598,-119.488243,Grant
Rising Star Elementary School,,,Not assessed,Elementary School,"8311 BEACON AV S, SEATTLE, Washington, 98108-3915",47.529028,-122.288809,King
Ritzville Grade School,,,Not assessed,Elementary School,"401 E 6th Ave., Ritzville, Washington, 99169-1674",47.126165,-118.370132,Adams
Ritzville High School,,,Not assessed,High School,"209 E Wellsandt Avenue, Ritzville, Washington, 99169-1674",47.126134,-118.368418,Adams
River Ridge Elementary,,,Not assessed,Elementary School,"22420 Military Rd S, SeaTac, Washington, 98198-5140",47.3999611,-122.2883073,King
River Ridge High School,,,Not assessed,High School,"350 River Ridge Drive SE, Lacey, Washington, 98513",47.056134,-122.751946,Thurston
River View High School,,,Not assessed,High School,"36509 S LEMON DR, KENNEWICK, Washington, 99337-9180",46.155258,-119.037233,Benton
Riverbend Elementary School,,,Not assessed,Elementary School,"17720 E Mission Avenue, Spokane Valley, Washington, 99016",47.671407,-117.166424,Spokane
Rivers Edge High School,,,Not assessed,High School,"975 Gillespie, Richland, Washington, 99352-0000",46.2723,-119.2768,Benton
Riverside Elementary,,,Not assessed,Elementary School,"3802 East Deer Park-Milan Rd., Chattaroy, Washington, 99003-9733",47.96644183,-117.3561512,Spokane
Riverside High School,,,Not assessed,High School,"4120 East Deer Park-Milan Rd., Chattaroy, Washington, 99003-9733",47.969117,-117.351959,Spokane
Riverside Middle School,,,Not assessed,Middle School,"3814 E. Deer Park/Milan Rd., Chattaroy, Washington, 99003-9733",47.96643001,-117.3543962,Spokane
Riverview Elementary,,,Not assessed,Elementary School,"7322 64th Street SE, Snohomish, Washington, 98290-0000",47.93782981,-122.1327961,Snohomish
Riverview Elementary School,,,Not assessed,Elementary School,"12601 SE Riverridge Drive, Vancouver, Washington, 98684-6466",45.606639,-122.541367,Clark
Robert Eagle Staff Middle School,,,Not assessed,Middle School,"1330 N 90th St, Seattle, Washington, 98103-4016",47.69503568,-122.3410149,King
Robert Frost Elementary,,,Not assessed,Elementary School,"1915 NORTH 22ND AVENUE, PASCO, Washington, 99301-0000",46.247137,-119.118781,Franklin
Robert Gray Elementary,,,Not assessed,Elementary School,"1516 North B St, Aberdeen, Washington, 98520-2099",46.986597,-123.813399,Grays Harbor
Robert L Olds Junior High School,,,Not assessed,Middle School,"1100 W. Clark St., Connell, Washington, 99326-0829",46.66251373,-118.8704853,Franklin
Robert Lince Early Learning Center,,,Not assessed,Elementary School,"208 s 3rd st, Selah, Washington, 98942",46.65146086,-120.5333639,Yakima
Rochester High School,,,Not assessed,High School,"19800 Carper Rd SW, Rochester, Washington, 98579-8601",46.799042,-123.043439,Thurston
Rochester Middle School,,,Not assessed,Middle School,"9937 Highway 12 SW, Rochester, Washington, 98579-0398",46.820679,-123.091537,Thurston
Rochester Primary School,,,Not assessed,Elementary School,"7440 James Rd, Rochester, Washington, 98579-9356",46.795083,-123.042263,Thurston
Rochester Virtual Academy,,,Not assessed,Middle School,"10140 Highway 12 SW #7 & 8, Rochester, Washington, 98579",46.82239257,-123.096385,Thurston
Rock Creek Elementary,,,Not assessed,Elementary School,"25700 MAPLE VALLEY BLK DIAM RD, Maple Valley, Washington, 98038-8307",47.371951,-122.021501,King
Rock Island Elementary,,,Not assessed,Elementary School,"5645 Rock Island Road, Rock Island, Washington, 98850-9528",47.377455,-120.155186,Douglas
Rocket Virtual Academy,,,Not assessed,K-12,"5180 West Side Highway, Castle Rock, Washington, 98611",46.282411,-122.917649,Cowlitz
Rogers High School,,,Not assessed,High School,"12801 86th Ave E, Puyallup, Washington, 98373-5454",47.138261,-122.312504,Pierce
Rogers High School,,,Not assessed,High School,"1622 E Wellesley Ave, Spokane, Washington, 99207-4299",47.699701,-117.386064,Spokane
Roosevelt Elementary,,,Not assessed,Elementary School,"405 Bailey Avenue, Granger, Washington, 98932-0400",46.346665,-120.190637,Yakima
Roosevelt Elementary,,,Not assessed,Elementary School,"333 W 14Th Ave, Spokane, Washington, 99204-3627",47.642238,-117.414484,Spokane
Roosevelt Elementary School,,,Not assessed,Elementary School,"1417 SAN FRANCISCO AVE NE, OLYMPIA, Washington, 98506-4399",47.056677,-122.885379,Thurston
Roosevelt Elementary School,,,Not assessed,Elementary School,"615 Chinook Avenue, Roosevelt, Washington, 99356-0248",45.741005,-120.219456,Klickitat
Roosevelt Elementary School,,,Not assessed,Elementary School,"2921 FALK RD, VANCOUVER, Washington, 98661-5683",45.644272,-122.627445,Clark
Roosevelt Elementary School,,,Not assessed,Elementary School,"120 N 16th Ave, Yakima, Washington, 98902-2926",46.598854,-120.532591,Yakima
Roosevelt High School,,,Not assessed,High School,"1410 NE 66 ST, SEATTLE, Washington, 98115-6744",47.677398,-122.312702,King
Rosa Parks Elementary,,,Not assessed,Elementary School,"22845 NE Cedar Park Crescent, Redmond, Washington, 98053-5887",47.684946,-122.035176,King
Rosalia Elementary & Secondary School,,,Not assessed,PK-12,"916 South Josephine, Rosalia, Washington, 99170",47.230982,-117.368999,Whitman
Rosalind Franklin STEM Elementary,,,Not assessed,Elementary School,"6010 Road 52, Pasco, Washington, 99301",46.28284977,-119.159588,Franklin
Rose Hill Elementary,,,Not assessed,Elementary School,"8044 128th AVE NE, Kirkland, Washington, 98033-8023",47.676083,-122.167324,King
Rose Hill Middle School,,,Not assessed,Middle School,"13505 NE 75th, Redmond, Washington, 98052-4032",47.670552,-122.159779,King
Rowena Chess Elementary,,,Not assessed,Elementary School,"715 N 24TH AVE, PASCO, Washington, 99301-0000",46.235587,-119.121733,Franklin
Roxhill Elementary School,,,Not assessed,Elementary School,"7740 34th Ave SW, SEATTLE, Washington, 98126-3963",47.532913,-122.3748973,King
Roy Elementary,,,Not assessed,Elementary School,"340 Peterson St, ROY, Washington, 98580-0238",47.00146,-122.541998,Pierce
Royal Intermediate School,,,Not assessed,Elementary School,"6261 Rd 12 SW, Royal City, Washington, 99357-9733",46.912227,-119.622789,Grant
Ruby Bridges Elementary,,,Not assessed,Elementary School,"20510 49th Drive SE, Woodinville, Washington, 98072",47.81135605,-122.1680478,Snohomish
Rush Elementary,,,Not assessed,Elementary School,"6101 152nd Ave NE, Redmond, Washington, 98052-4766",47.661832,-122.138817,King
Ruth Livingston Elementary,,,Not assessed,Elementary School,"2515 ROAD 84, PASCO, Washington, 99301-0000",46.251612,-119.199624,Franklin
Sacajawea Elementary,,,Not assessed,Elementary School,"535 Fuller St., Richland, Washington, 99352-0000",46.30814095,-119.2758969,Benton
Sacajawea Elementary School,,,Not assessed,Elementary School,"9501 20 AV NE, SEATTLE, Washington, 98115-2330",47.698526,-122.307559,King
Sacajawea Elementary School,,,Not assessed,Elementary School,"700 NE 112TH ST, VANCOUVER, Washington, 98685-3930",45.702581,-122.664884,Clark
Sacajawea Middle School,,,Not assessed,Middle School,"401 E 33Rd Ave, Spokane, Washington, 99203-2696",47.625167,-117.40494,Spokane
Sacred Heart Hospital,,,Not assessed,PK-12,"W 101 8Th Ave, Spokane, Washington, 99204-2396",47.64798,-117.41122,Spokane
Saddle Mountain Elementary,,,Not assessed,Elementary School,"500 Riverview Drive, Mattawa, Washington, 99349-0000",46.741563,-119.899789,Grant
Sadie Halstead Middle School,,,Not assessed,Middle School,"331 S. Calispel Avenue, Newport, Washington, 99156-0070",48.178633,-117.0534,Pend Oreille
Sage Crest Elementary,,,Not assessed,Elementary School,"6411 W 38th Ave, Kennewick, Washington, 99338",46.1753191,-119.2080013,Benton
Sage Hills ECEAP,,,Not assessed,PK Only,"35 K ST SE, Ephrata, Washington, 98823",47.31737808,-119.5369507,Grant
Sage Hills Open Doors,,,Not assessed,High School,"333 4TH AVE NW, Ephrata, Washington, 98823",47.317956,-119.537,Grant
Sage Point Elementary School,,,Not assessed,Elementary School,"4000 Peninsula Drive, Moses Lake , Washington, 98837",47.090256,-119.317204,Grant
Saint Helens Elementary,,,Not assessed,Elementary School,"431 27th Avenue, Longview, Washington, 98632-1329",46.12849,-122.959871,Cowlitz
Sakai Intermediate,,,Not assessed,Elementary School,"9343 NE Sportsman Club Rd, Bainbridge Island, Washington, 98110-3642",47.648362,-122.52737,Kitsap
Salem Woods Elementary School,,,Not assessed,Elementary School,"12802 Wagner Rd., Monroe, Washington, 98272-7712",47.881555,-121.938398,Snohomish
Salish Coast Elementary,,,Not assessed,Elementary School,"1637 Grant St, Port Townsend, Washington, 98368-7622",48.112256,-122.791974,Jefferson
Salish Middle School,,,Not assessed,Middle School,"8605 Campus Glen Dr NE, Lacey, Washington, 98516",47.08102537,-122.7574252,Thurston
Salk Middle School,,,Not assessed,Middle School,"6411 N Alberta St, Spokane, Washington, 99208-4499",47.717288,-117.449738,Spokane
Salmon Bay K-8 School,,,Not assessed,Other,"1810 NW 65 ST, SEATTLE, Washington, 98117-5531",47.676545,-122.380565,King
Salmon Creek Elementary,,,Not assessed,Elementary School,"1601 NE 129TH ST, VANCOUVER, Washington, 98685-3199",45.71336,-122.655236,Clark
Salnave Elementary,,,Not assessed,Elementary School,"1015 SALNAVE ROAD, CHENEY, Washington, 99004-1299",47.481371,-117.59586,Spokane
Saltars Point Elementary,,,Not assessed,Elementary School,"908 3RD STREET, STEILACOOM, Washington, 98388-0000",47.163618,-122.609474,Pierce
Samish Elementary School,,,Not assessed,Elementary School,"23953 Prairie Road, Sedro-Woolley, Washington, 98284-0000",48.586037,-122.224837,Skagit
Sammamish Senior High,,,Not assessed,High School,"100  140th Avenue SE, Bellevue, Washington, 98005-3721",47.607593,-122.152413,King
Sand Hill Elementary,,,Not assessed,Elementary School,"NE 791 Sand Hill Rd., Belfair, Washington, 98528-0000",47.458452,-122.846459,Mason
Sand Point Elementary,,,Not assessed,Elementary School,"6208 60 Ave NE, Seattle, Washington, 98115-7944",47.673612,-122.262738,King
Sandburg Elementary,,,Not assessed,Elementary School,"12801 - 84th Ave NE, Kirkland, Washington, 98034-2600",47.715923,-122.230453,King
Sanislo Elementary School,,,Not assessed,Elementary School,"1812 SW MYRTLE ST, SEATTLE, Washington, 98106-1644",47.539846,-122.358793,King
Sarah J Anderson Elementary,,,Not assessed,Elementary School,"2215 NE 104TH ST, VANCOUVER, Washington, 98686-5641",45.695363,-122.648879,Clark
Saratoga School,,,Not assessed,K-12,"7600 272nd St NW, Stanwood, Washington, 98292-8043",48.24256835,-122.336855,Snohomish
Sartori Elementary School,,,Not assessed,Elementary School,"332 Park Ave N, Renton, Washington, 98057",47.48723,-122.20212,King
Satellite High School,,,Not assessed,PK-12,"18367 8th Ave S, Seattle, Washington, 98148-0000",47.43498011,-122.324632,King
